customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3149-2F06E9,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,23.54,613.21,Yes
3150-0488AB,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.35,241.35,Yes
3151-E0CA2E,Female,0,Yes,No,49,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.57,2750.81,No
3152-2DEACD,Male,0,No,No,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),22.73,903.97,Yes
3153-708AFE,Female,1,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.2,0.0,Yes
3154-A22E73,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.62,228.34,Yes
3155-4A5265,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,53.84,1078.75,No
3156-FF04FD,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.74,83.49,Yes
3157-09546A,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),57.36,1952.66,Yes
3158-A88F7E,Female,0,No,Yes,5,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.82,355.9,Yes
3159-5890DF,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,86.4,2244.34,Yes
3160-8F86A4,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),74.66,2006.62,No
3161-82080B,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.34,2049.27,No
3162-4267A8,Male,0,No,No,20,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.16,1520.33,Yes
3163-150004,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.92,170.02,No
3164-7A0D97,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.63,81.87,Yes
3165-0438D2,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.55,1440.15,No
3166-466655,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.63,1161.72,Yes
3167-B0B5A1,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.64,3404.38,No
3168-EC28F3,Male,1,No,No,6,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.99,445.34,Yes
3169-C3CA89,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.07,964.86,No
3170-AE139B,Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,54.94,1482.18,No
3171-5E9495,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.82,177.9,Yes
3172-C60782,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.32,152.72,Yes
3173-C1D2F3,Male,1,No,No,0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,65.4,0.0,No
3174-5B020C,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.82,802.56,No
3175-C2580A,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.47,59.54,Yes
3176-C4EE56,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,67.5,4870.42,No
3177-F930F4,Male,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,55.77,2728.84,No
3178-75C068,Male,0,No,No,10,No,No phone service,No,No,No,No,No,No,No,Two year,Yes,Electronic check,29.44,283.43,No
3179-D03175,Female,0,Yes,Yes,55,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.25,2833.94,No
3180-676472,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.04,638.19,No
3181-23195D,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),78.2,2278.63,No
3182-CD31EC,Female,1,No,Yes,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.4,398.31,Yes
3183-88F512,Male,0,Yes,Yes,17,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.86,1065.63,Yes
3184-2CC034,Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,77.85,247.91,Yes
3185-FBDFA2,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.65,4868.67,No
3186-BC918C,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.57,0.0,No
3187-94DC07,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.89,1115.18,No
3188-CE13D8,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.62,474.03,No
3189-BECC21,Female,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.9,1140.11,No
3190-D276E9,Male,0,No,No,63,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,56.07,3526.72,No
3191-EFADB3,Female,1,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.13,4613.71,No
3192-148ABA,Male,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.72,202.31,Yes
3193-FC8626,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),73.31,1172.49,Yes
3194-CBC524,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.75,0.0,Yes
3195-D59DAA,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),74.74,289.85,Yes
3196-13D52D,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),90.85,830.17,No
3197-24B66C,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.58,98.68,Yes
3198-F0290B,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.84,5184.13,No
3199-B51AE1,Female,0,No,Yes,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),29.44,498.31,No
3200-15EC4D,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.55,2157.25,Yes
3201-B7062F,Male,0,Yes,No,14,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.21,267.84,No
3202-AEEC34,Male,0,Yes,No,16,No,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,45.58,705.66,No
3203-DB271D,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),55.24,281.04,No
3204-A00DBD,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.63,0.0,Yes
3205-0AF35A,Female,0,No,Yes,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.55,294.69,No
3206-467337,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,70.01,1401.45,No
3207-298BF1,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,78.28,1004.64,No
3208-B56B18,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.18,2257.52,No
3209-5AC514,Female,0,No,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,39.55,1496.22,Yes
3210-78A5E0,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.44,1282.13,Yes
3211-DA65B1,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.81,145.07,Yes
3212-A755CB,Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.47,0.0,Yes
3213-DDA5CD,Male,0,No,No,42,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),71.42,2997.75,No
3214-34729A,Male,0,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.93,1304.04,Yes
3215-DADF50,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),74.56,1665.48,Yes
3216-BAC44A,Male,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,274.47,Yes
3217-492673,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.03,160.72,Yes
3218-F7D1BF,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,32.54,230.82,No
3219-3D1006,Female,0,No,Yes,6,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),21.75,119.62,No
3220-30D131,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.67,193.25,Yes
3221-BF7713,Male,0,Yes,Yes,11,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),43.17,492.86,No
3222-44BC3F,Female,1,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.11,401.04,No
3223-49ED1E,Female,0,No,No,23,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,56.66,1304.89,No
3224-D63EDB,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.43,1375.74,No
3225-3EC667,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),38.62,183.23,No
3226-487A8C,Female,1,Yes,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.17,146.64,Yes
3227-308207,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.49,1933.41,Yes
3228-3E375C,Female,0,No,No,25,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),87.62,2212.07,No
3229-BC87BE,Female,0,No,No,19,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),18.0,360.37,No
3230-90F7EA,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,82.34,411.85,No
3231-EF1B1D,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.71,150.21,Yes
3232-B19908,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.86,603.52,No
3233-684231,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,1034.3,Yes
3234-DE57BD,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),88.35,336.49,No
3235-7ADFB8,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),54.68,1469.76,No
3236-0CED94,Male,1,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.59,979.57,No
3237-81590A,Female,1,No,Yes,0,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),22.68,0.0,No
3238-02593E,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,76.95,471.75,Yes
3239-E5F1E7,Male,0,Yes,No,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.0,167.83,No
3240-252526,Male,0,No,No,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,30.69,585.84,No
3241-63ED1E,Male,0,No,No,21,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,66.49,1382.86,No
3242-131EA0,Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.48,3017.45,No
3243-D0B58A,Female,1,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,42.01,208.71,No
3244-218A33,Male,0,Yes,Yes,16,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,37.91,622.02,No
3245-5BC436,Female,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),48.96,2689.47,Yes
3246-DB2458,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.03,0.0,Yes
3247-46D4D0,Female,1,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,82.29,1739.72,No
3248-2100CD,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,69.82,427.76,No
3249-6A2B13,Male,0,No,Yes,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.88,886.72,No
3250-C2CDB4,Male,1,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),65.34,2627.45,No
3251-14E9E1,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),67.19,203.67,Yes
3252-6F4DAE,Female,1,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.35,154.21,Yes
3253-60A753,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.88,1287.13,No
3254-E2D664,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,70.48,271.95,Yes
3255-CC9B20,Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,72.91,1835.33,No
3256-040060,Male,0,Yes,No,18,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.35,518.37,Yes
3257-AE32B8,Male,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.39,2110.94,Yes
3258-D54999,Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,59.87,1374.34,No
3259-D2A1F7,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,58.58,227.99,Yes
3260-F4E9A2,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.05,1496.06,Yes
3261-196A08,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.8,1814.85,Yes
3262-AAEE45,Female,0,No,No,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.81,195.23,No
3263-4F71AE,Male,0,No,Yes,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.49,92.29,No
3264-432AA6,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.24,164.75,Yes
3265-6B5287,Female,0,No,No,17,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,68.12,1150.96,No
3266-A8994F,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.19,1284.09,Yes
3267-35FEEB,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),56.12,1066.75,No
3268-93FA3A,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),74.01,143.97,No
3269-DDFAEB,Female,0,No,Yes,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,0.0,No
3270-120961,Male,0,Yes,Yes,55,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,65.72,3608.57,No
3271-7B8E8E,Female,0,Yes,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.29,183.93,No
3272-E036C3,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),68.78,569.51,No
3273-E2F0E4,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.87,1464.92,No
3274-1B92DA,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,74.4,0.0,Yes
3275-982F71,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,67.5,783.69,No
3276-26EAEC,Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.38,1973.68,No
3277-EF2E0D,Male,0,Yes,No,34,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.84,2301.22,No
3278-1C1DA1,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,79.71,474.12,No
3279-013C34,Female,0,No,Yes,11,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.62,658.9,Yes
3280-F736F6,Female,0,No,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.57,1151.04,Yes
3281-8E5C06,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,77.0,88.87,Yes
3282-3F6A2C,Female,0,No,No,12,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.89,939.32,Yes
3283-FC2C38,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.79,2238.8,No
3284-FBA985,Female,0,No,No,5,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,97.65,No
3285-2D5629,Male,1,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,66.93,4212.49,No
3286-4C18AA,Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.72,1990.42,Yes
3287-5E82A2,Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),48.4,326.98,Yes
3288-32CD32,Male,0,No,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.15,284.95,No
3289-A56214,Female,0,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),34.35,2325.73,No
3290-CEAB4B,Male,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),72.26,500.56,No
3291-BEE8EA,Male,1,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.99,566.14,Yes
3292-3395F7,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),57.05,3640.5,No
3293-4A6AF4,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,77.65,361.81,Yes
3294-B0B150,Female,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.62,242.0,Yes
3295-FDF029,Female,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.9,321.92,Yes
3296-E1CA98,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,75.5,161.02,Yes
3297-297B42,Male,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),47.73,526.89,No
3298-0EB3EA,Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.05,649.78,Yes
3299-A8EB9D,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),83.04,2183.13,No
3300-431F1A,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.52,958.71,No
3301-11015C,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,59.21,365.12,No
3302-5778F6,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.82,521.74,Yes
3303-653758,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.9,0.0,No
3304-589FC2,Male,1,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.6,869.09,Yes
3305-0E87BE,Female,0,Yes,No,34,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.59,2266.55,No
3306-A1C8C9,Male,0,No,Yes,17,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,43.0,718.82,Yes
3307-75EC7F,Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,35.09,33.75,No
3308-A63092,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,85.2,4174.31,No
3309-4457F0,Female,0,No,No,0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.41,0.0,Yes
3310-B625B5,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.38,140.38,Yes
3311-AA0B7E,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.38,370.48,No
3312-8EDB7B,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.73,221.47,Yes
3313-8DE888,Male,1,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.12,265.72,Yes
3314-68EC2D,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,52.07,0.0,Yes
3315-C2013A,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.75,4532.55,Yes
3316-BD5AF8,Male,0,No,No,20,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),50.42,1052.35,Yes
3317-8557FC,Female,0,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.36,2884.29,Yes
3318-21EEDA,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,78.53,3931.37,Yes
3319-0D9134,Female,0,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.87,288.31,No
3320-144211,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.45,5501.61,No
3321-508A1B,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.7,143.59,Yes
3322-731C18,Female,0,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.5,122.59,No
3323-4B9D5C,Female,0,Yes,No,35,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.89,1726.34,Yes
3324-D65A6F,Female,0,Yes,No,1,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),28.97,19.3,No
3325-E98ADA,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.22,197.66,Yes
3326-3AF538,Male,0,Yes,No,0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.17,0.0,No
3327-43F8F8,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.18,882.72,Yes
3328-5377B3,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.18,593.69,No
3329-CEB023,Male,0,No,Yes,7,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.35,333.42,No
3330-2E408D,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,73.46,238.04,Yes
3331-47AD77,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,65.23,1953.34,No
